,Duration,Destination,Gender,Age,userID,groupAge,destID
33788,8,SINGAPORE,0,21,540,18-35,2
33998,68,SINGAPORE,0,21,540,18-35,2
35455,31,SINGAPORE,0,21,540,18-35,2
35616,21,AUSTRALIA,0,21,540,18-35,9
35677,5,SINGAPORE,0,21,540,18-35,2
36245,8,INDONESIA,0,21,540,18-35,11
38105,6,SINGAPORE,0,21,540,18-35,2
38496,60,SINGAPORE,0,21,540,18-35,2
39419,88,BRUNEI DARUSSALAM,0,21,540,18-35,6
39702,26,SINGAPORE,0,21,540,18-35,2
41810,41,BRUNEI DARUSSALAM,0,21,540,18-35,6
41816,26,THAILAND,0,21,540,18-35,0
43043,72,MALAYSIA,0,21,540,18-35,1
44602,47,SINGAPORE,0,21,540,18-35,2
44758,25,SINGAPORE,0,21,570,18-35,2
46064,22,SINGAPORE,0,21,570,18-35,2
47105,5,THAILAND,0,21,570,18-35,0
47181,43,MALAYSIA,0,21,570,18-35,1
47196,71,THAILAND,0,21,570,18-35,0
48394,84,"TAIWAN, PROVINCE OF CHINA",0,21,570,18-35,16
49408,6,SINGAPORE,0,21,570,18-35,2
49736,75,UNITED STATES,0,21,570,18-35,14
53139,62,SINGAPORE,0,21,570,18-35,2
54180,7,SINGAPORE,0,21,570,18-35,2
54500,5,SINGAPORE,0,21,570,18-35,2
54760,62,SINGAPORE,0,21,570,18-35,2
55534,29,THAILAND,0,21,570,18-35,0
55733,15,SINGAPORE,0,21,570,18-35,2
56095,32,SINGAPORE,0,21,570,18-35,2
56854,17,SINGAPORE,0,21,570,18-35,2
58187,57,SINGAPORE,0,21,570,18-35,2
58387,5,SINGAPORE,0,21,570,18-35,2
58534,8,SINGAPORE,0,21,570,18-35,2
58542,8,SINGAPORE,0,21,570,18-35,2
58922,82,BRUNEI DARUSSALAM,0,21,570,18-35,6
59841,38,SINGAPORE,0,21,570,18-35,2
60230,15,SINGAPORE,0,21,570,18-35,2
60278,33,SINGAPORE,0,21,570,18-35,2
60406,5,SINGAPORE,0,21,570,18-35,2
60756,43,CAMBODIA,0,21,570,18-35,28
61434,9,SINGAPORE,0,21,570,18-35,2
61574,6,VIET NAM,0,21,570,18-35,23
61982,64,CHINA,0,21,570,18-35,3
63104,11,SINGAPORE,0,21,570,18-35,2
2199,7,INDONESIA,1,21,600,18-35,11
3748,48,MALAYSIA,1,21,600,18-35,1
3759,45,THAILAND,1,21,600,18-35,0
4419,7,SINGAPORE,1,21,600,18-35,2
7480,52,SINGAPORE,1,21,600,18-35,2
7490,11,SINGAPORE,1,21,600,18-35,2
8899,65,MYANMAR,1,21,600,18-35,22
8900,11,HONG KONG,1,21,600,18-35,13
9259,22,UNITED KINGDOM,1,21,600,18-35,27
9900,25,AUSTRALIA,1,21,600,18-35,9
12972,78,SINGAPORE,1,21,600,18-35,2
13181,19,MYANMAR,1,21,600,18-35,22
14551,7,BRUNEI DARUSSALAM,1,21,600,18-35,6
15956,3,SINGAPORE,1,21,600,18-35,2
17303,13,SINGAPORE,1,21,600,18-35,2
17519,61,CHINA,1,21,600,18-35,3
18300,4,MYANMAR,1,21,600,18-35,22
20070,6,THAILAND,1,21,600,18-35,0
21716,8,SINGAPORE,1,21,600,18-35,2
21718,42,SINGAPORE,1,21,600,18-35,2
23076,9,THAILAND,1,21,600,18-35,0
23549,16,SINGAPORE,1,21,600,18-35,2
26688,14,MYANMAR,1,21,600,18-35,22
28416,24,MALAYSIA,1,21,600,18-35,1
28678,22,INDONESIA,1,21,600,18-35,11
28688,61,THAILAND,1,21,600,18-35,0
28870,24,MALAYSIA,1,21,600,18-35,1
28871,24,SINGAPORE,1,21,600,18-35,2
29087,17,SINGAPORE,1,21,600,18-35,2
29151,24,"KOREA, REPUBLIC OF",1,21,600,18-35,5
29247,17,SINGAPORE,1,21,630,18-35,2
29323,23,"KOREA, REPUBLIC OF",1,21,630,18-35,5
29434,33,SINGAPORE,1,21,630,18-35,2
29782,48,INDIA,1,21,630,18-35,12
29789,24,BRUNEI DARUSSALAM,1,21,630,18-35,6
29849,89,SINGAPORE,1,21,630,18-35,2
30190,64,THAILAND,1,21,630,18-35,0
30219,11,"KOREA, REPUBLIC OF",1,21,630,18-35,5
30375,84,UNITED STATES,1,21,630,18-35,14
30418,5,THAILAND,1,21,630,18-35,0
30664,4,SINGAPORE,1,21,630,18-35,2
31457,2,MALAYSIA,1,21,630,18-35,1
31718,39,UNITED STATES,1,21,630,18-35,14
32038,6,SINGAPORE,1,21,630,18-35,2
32072,53,INDONESIA,1,21,630,18-35,11
32079,46,CHINA,1,21,630,18-35,3
32469,16,THAILAND,1,21,630,18-35,0
32584,39,CANADA,1,21,630,18-35,21
32685,28,THAILAND,1,21,630,18-35,0
32855,49,SINGAPORE,1,21,630,18-35,2
32867,39,SINGAPORE,1,21,630,18-35,2
33438,13,SINGAPORE,1,21,630,18-35,2
33439,18,SINGAPORE,1,21,630,18-35,2
34069,25,UNITED STATES,1,21,630,18-35,14
34294,33,UNITED STATES,1,21,630,18-35,14
34704,5,SINGAPORE,1,21,630,18-35,2
34867,40,MALAYSIA,1,21,630,18-35,1
35218,7,SINGAPORE,1,21,630,18-35,2
35368,25,MYANMAR,1,21,630,18-35,22
35518,10,HONG KONG,1,21,630,18-35,13
35760,24,THAILAND,1,21,660,18-35,0
36199,20,JAPAN,1,21,660,18-35,15
36322,36,UNITED STATES,1,21,660,18-35,14
36357,48,CANADA,1,21,660,18-35,21
37132,42,SINGAPORE,1,21,660,18-35,2
37276,22,HONG KONG,1,21,660,18-35,13
38013,37,"KOREA, REPUBLIC OF",1,21,660,18-35,5
38389,30,CHINA,1,21,660,18-35,3
38489,9,SINGAPORE,1,21,660,18-35,2
38781,12,SINGAPORE,1,21,660,18-35,2
39147,32,CANADA,1,21,660,18-35,21
39378,52,UNITED STATES,1,21,660,18-35,14
39635,11,MALAYSIA,1,21,660,18-35,1
40009,90,NEW ZEALAND,1,21,660,18-35,7
40017,14,UNITED STATES,1,21,660,18-35,14
40019,16,UNITED STATES,1,21,660,18-35,14
40473,18,UNITED STATES,1,21,660,18-35,14
40866,93,"KOREA, REPUBLIC OF",1,21,660,18-35,5
41185,5,MALAYSIA,1,21,660,18-35,1
41373,14,UNITED STATES,1,21,660,18-35,14
41827,24,MYANMAR,1,21,660,18-35,22
41902,15,MALAYSIA,1,21,660,18-35,1
42254,70,"TAIWAN, PROVINCE OF CHINA",1,21,660,18-35,16
42622,5,SINGAPORE,1,21,660,18-35,2
42648,20,SINGAPORE,1,21,660,18-35,2
43065,23,SINGAPORE,1,21,660,18-35,2
43583,92,THAILAND,1,21,660,18-35,0
43584,14,MALAYSIA,1,21,660,18-35,1
43912,18,INDONESIA,1,21,660,18-35,11
44059,80,SINGAPORE,1,21,660,18-35,2
44150,11,THAILAND,1,21,690,18-35,0
44388,72,BRUNEI DARUSSALAM,1,21,690,18-35,6
44838,5,THAILAND,1,21,690,18-35,0
44928,6,SINGAPORE,1,21,690,18-35,2
46080,10,SINGAPORE,1,21,690,18-35,2
46137,89,UNITED STATES,1,21,690,18-35,14
46453,75,INDONESIA,1,21,690,18-35,11
47722,4,"TAIWAN, PROVINCE OF CHINA",1,21,690,18-35,16
47743,49,BRUNEI DARUSSALAM,1,21,690,18-35,6
47904,14,INDONESIA,1,21,690,18-35,11
47973,22,JAPAN,1,21,690,18-35,15
48101,70,UNITED STATES,1,21,690,18-35,14
48121,74,SINGAPORE,1,21,690,18-35,2
48146,80,UNITED STATES,1,21,690,18-35,14
48333,35,THAILAND,1,21,690,18-35,0
48582,5,THAILAND,1,21,690,18-35,0
49855,59,JAPAN,1,21,690,18-35,15
50157,60,UNITED STATES,1,21,690,18-35,14
50240,24,INDONESIA,1,21,690,18-35,11
50781,79,SINGAPORE,1,21,690,18-35,2
51442,65,UNITED STATES,1,21,690,18-35,14
51590,17,MALAYSIA,1,21,690,18-35,1
51946,68,THAILAND,1,21,690,18-35,0
51963,21,THAILAND,1,21,690,18-35,0
52949,11,SINGAPORE,1,21,690,18-35,2
52950,13,SINGAPORE,1,21,690,18-35,2
53321,39,MALAYSIA,1,21,690,18-35,1
53401,23,AUSTRALIA,1,21,690,18-35,9
54122,65,JAPAN,1,21,690,18-35,15
54295,46,UNITED STATES,1,21,690,18-35,14
54561,49,UNITED STATES,1,21,720,18-35,14
55166,66,SINGAPORE,1,21,720,18-35,2
55180,65,SINGAPORE,1,21,720,18-35,2
55230,4,VIET NAM,1,21,720,18-35,23
55364,17,SINGAPORE,1,21,720,18-35,2
55375,9,SINGAPORE,1,21,720,18-35,2
55481,31,SINGAPORE,1,21,720,18-35,2
55899,13,SINGAPORE,1,21,720,18-35,2
56226,27,UNITED STATES,1,21,720,18-35,14
56238,11,SINGAPORE,1,21,720,18-35,2
56592,39,VIET NAM,1,21,720,18-35,23
56613,48,UNITED STATES,1,21,720,18-35,14
56933,49,SINGAPORE,1,21,720,18-35,2
57145,23,MALAYSIA,1,21,720,18-35,1
57167,21,SINGAPORE,1,21,720,18-35,2
57260,8,SINGAPORE,1,21,720,18-35,2
57330,10,SINGAPORE,1,21,720,18-35,2
57702,12,BRUNEI DARUSSALAM,1,21,720,18-35,6
57728,31,FRANCE,1,21,720,18-35,31
57870,90,THAILAND,1,21,720,18-35,0
57981,49,SINGAPORE,1,21,720,18-35,2
58036,38,SINGAPORE,1,21,720,18-35,2
58287,56,PUERTO RICO,1,21,720,18-35,32
58951,88,UNITED KINGDOM,1,21,720,18-35,27
59057,35,AUSTRALIA,1,21,720,18-35,9
59137,7,FRANCE,1,21,720,18-35,31
59149,52,SINGAPORE,1,21,720,18-35,2
59533,38,FRANCE,1,21,720,18-35,31
59534,36,FRANCE,1,21,720,18-35,31
59543,12,SINGAPORE,1,21,720,18-35,2
59940,21,PHILIPPINES,1,21,750,18-35,8
60039,12,SINGAPORE,1,21,750,18-35,2
60250,22,SINGAPORE,1,21,750,18-35,2
60471,5,MALAYSIA,1,21,750,18-35,1
60601,6,FRANCE,1,21,750,18-35,31
60612,12,SINGAPORE,1,21,750,18-35,2
60889,14,FRANCE,1,21,750,18-35,31
61226,13,SINGAPORE,1,21,750,18-35,2
61354,35,THAILAND,1,21,750,18-35,0
61534,44,UNITED STATES,1,21,750,18-35,14
61641,10,SINGAPORE,1,21,750,18-35,2
61759,41,INDIA,1,21,750,18-35,12
61837,13,SINGAPORE,1,21,750,18-35,2
61985,54,FRANCE,1,21,750,18-35,31
62094,64,UNITED STATES,1,21,750,18-35,14
62180,24,SINGAPORE,1,21,750,18-35,2
62382,6,SINGAPORE,1,21,750,18-35,2
62456,61,HONG KONG,1,21,750,18-35,13
62549,9,VIET NAM,1,21,750,18-35,23
62568,8,SINGAPORE,1,21,750,18-35,2
62668,5,VIET NAM,1,21,750,18-35,23
62702,2,HONG KONG,1,21,750,18-35,13
63013,68,INDONESIA,1,21,750,18-35,11
63037,15,UNITED STATES,1,21,750,18-35,14
63075,2,MALAYSIA,1,21,750,18-35,1
63155,7,MALAYSIA,1,21,750,18-35,1
63287,12,MALAYSIA,1,21,750,18-35,1
320,41,"KOREA, REPUBLIC OF",0,22,777,18-35,5
412,4,SINGAPORE,0,22,777,18-35,2
513,54,CANADA,0,22,777,18-35,21
656,6,CAMBODIA,0,22,777,18-35,28
889,23,MALAYSIA,0,22,777,18-35,1
1361,50,CANADA,0,22,777,18-35,21
1478,78,AUSTRALIA,0,22,777,18-35,9
1649,17,THAILAND,0,22,777,18-35,0
1739,2,"KOREA, REPUBLIC OF",0,22,777,18-35,5
1865,32,SINGAPORE,0,22,777,18-35,2
1981,79,MALAYSIA,0,22,777,18-35,1
2027,10,MALAYSIA,0,22,777,18-35,1
2178,74,JAPAN,0,22,777,18-35,15
2187,90,BRUNEI DARUSSALAM,0,22,777,18-35,6
2380,37,HONG KONG,0,22,777,18-35,13
2450,64,INDONESIA,0,22,777,18-35,11
2452,20,PHILIPPINES,0,22,777,18-35,8
2506,15,BRUNEI DARUSSALAM,0,22,777,18-35,6
2620,5,MALAYSIA,0,22,777,18-35,1
2629,16,VIET NAM,0,22,777,18-35,23
2830,21,THAILAND,0,22,777,18-35,0
3457,69,ICELAND,0,22,777,18-35,33
3727,13,CANADA,0,22,777,18-35,21
3883,40,SINGAPORE,0,22,777,18-35,2
4116,19,MALAYSIA,0,22,777,18-35,1
4509,2,MALAYSIA,0,22,777,18-35,1
4639,39,SINGAPORE,0,22,777,18-35,2
5245,13,SINGAPORE,0,22,777,18-35,2
5515,18,MALAYSIA,0,22,777,18-35,1
5539,10,CANADA,0,22,777,18-35,21
5732,17,"KOREA, REPUBLIC OF",0,22,807,18-35,5
5783,76,SPAIN,0,22,807,18-35,34
5784,19,FRANCE,0,22,807,18-35,31
5983,62,RUSSIAN FEDERATION,0,22,807,18-35,35
6490,17,INDONESIA,0,22,807,18-35,11
6594,16,UNITED STATES,0,22,807,18-35,14
6701,89,FRANCE,0,22,807,18-35,31
6781,18,"TAIWAN, PROVINCE OF CHINA",0,22,807,18-35,16
6864,48,FRANCE,0,22,807,18-35,31
7133,80,JAPAN,0,22,807,18-35,15
7145,45,HONG KONG,0,22,807,18-35,13
7371,40,"KOREA, REPUBLIC OF",0,22,807,18-35,5
7406,32,CANADA,0,22,807,18-35,21
7421,13,INDONESIA,0,22,807,18-35,11
7605,4,UNITED STATES,0,22,807,18-35,14
7609,7,SINGAPORE,0,22,807,18-35,2
7698,43,AUSTRALIA,0,22,807,18-35,9
7739,16,VIET NAM,0,22,807,18-35,23
7865,4,MALAYSIA,0,22,807,18-35,1
8008,23,UNITED STATES,0,22,807,18-35,14
8111,28,INDONESIA,0,22,807,18-35,11
8518,32,FRANCE,0,22,807,18-35,31
9205,69,MALAYSIA,0,22,807,18-35,1
9398,13,CANADA,0,22,807,18-35,21
9489,31,NEW ZEALAND,0,22,807,18-35,7
9756,25,HONG KONG,0,22,807,18-35,13
9823,26,MALAYSIA,0,22,807,18-35,1
9936,11,MOROCCO,0,22,807,18-35,36
10121,12,MALAYSIA,0,22,807,18-35,1
10784,11,INDONESIA,0,22,807,18-35,11
10919,30,THAILAND,0,22,837,18-35,0
11318,6,THAILAND,0,22,837,18-35,0
11372,51,THAILAND,0,22,837,18-35,0
11572,12,HONG KONG,0,22,837,18-35,13
11895,7,HONG KONG,0,22,837,18-35,13
12168,25,INDONESIA,0,22,837,18-35,11
12358,66,THAILAND,0,22,837,18-35,0
12620,2,MALAYSIA,0,22,837,18-35,1
12877,30,THAILAND,0,22,837,18-35,0
13158,26,UNITED STATES,0,22,837,18-35,14
13196,44,NETHERLANDS,0,22,837,18-35,29
13342,52,SINGAPORE,0,22,837,18-35,2
13424,16,INDONESIA,0,22,837,18-35,11
13495,17,MALAYSIA,0,22,837,18-35,1
13794,55,INDONESIA,0,22,837,18-35,11
13843,27,JAPAN,0,22,837,18-35,15
14058,12,THAILAND,0,22,837,18-35,0
14268,31,MALAYSIA,0,22,837,18-35,1
14281,34,UNITED STATES,0,22,837,18-35,14
14454,30,"TAIWAN, PROVINCE OF CHINA",0,22,837,18-35,16
14619,19,MALAYSIA,0,22,837,18-35,1
14744,31,"TAIWAN, PROVINCE OF CHINA",0,22,837,18-35,16
15002,27,MALAYSIA,0,22,837,18-35,1
15252,74,HONG KONG,0,22,837,18-35,13
15471,29,INDONESIA,0,22,837,18-35,11
15481,28,UNITED STATES,0,22,837,18-35,14
15482,30,SINGAPORE,0,22,837,18-35,2
15509,35,FRANCE,0,22,837,18-35,31
15712,19,BRUNEI DARUSSALAM,0,22,837,18-35,6
15834,60,JAPAN,0,22,837,18-35,15
16114,11,THAILAND,0,22,867,18-35,0
16145,22,FRANCE,0,22,867,18-35,31
16381,16,INDONESIA,0,22,867,18-35,11
16383,19,MALAYSIA,0,22,867,18-35,1
16491,70,PERU,0,22,867,18-35,26
16586,49,AUSTRALIA,0,22,867,18-35,9
16677,36,CHINA,0,22,867,18-35,3
16783,13,THAILAND,0,22,867,18-35,0
16914,24,UNITED STATES,0,22,867,18-35,14
17185,19,MALAYSIA,0,22,867,18-35,1
17245,34,UNITED STATES,0,22,867,18-35,14
17354,86,INDONESIA,0,22,867,18-35,11
17745,38,"KOREA, REPUBLIC OF",0,22,867,18-35,5
17955,45,MALAYSIA,0,22,867,18-35,1
18048,16,INDONESIA,0,22,867,18-35,11
18117,71,UNITED KINGDOM,0,22,867,18-35,27
18267,20,UNITED STATES,0,22,867,18-35,14
18323,51,NORWAY,0,22,867,18-35,37
18475,31,SINGAPORE,0,22,867,18-35,2
18551,55,FRANCE,0,22,867,18-35,31
18575,16,AUSTRALIA,0,22,867,18-35,9
18808,11,NEW ZEALAND,0,22,867,18-35,7
19285,91,MALAYSIA,0,22,867,18-35,1
19325,24,THAILAND,0,22,867,18-35,0
19455,11,HONG KONG,0,22,867,18-35,13
19519,11,MALAYSIA,0,22,867,18-35,1
19781,21,THAILAND,0,22,867,18-35,0
20615,29,THAILAND,0,22,867,18-35,0
20775,19,SINGAPORE,0,22,867,18-35,2
20891,49,UNITED KINGDOM,0,22,867,18-35,27
20974,83,THAILAND,0,22,897,18-35,0
21003,13,JAPAN,0,22,897,18-35,15
21337,35,SINGAPORE,0,22,897,18-35,2
21562,9,INDONESIA,0,22,897,18-35,11
21815,11,UNITED STATES,0,22,897,18-35,14
21818,33,MALAYSIA,0,22,897,18-35,1
22524,93,BRUNEI DARUSSALAM,0,22,897,18-35,6
22661,83,THAILAND,0,22,897,18-35,0
22667,25,UNITED STATES,0,22,897,18-35,14
23316,49,FRANCE,0,22,897,18-35,31
23701,18,THAILAND,0,22,897,18-35,0
23773,90,NETHERLANDS,0,22,897,18-35,29
23791,75,SINGAPORE,0,22,897,18-35,2
23895,10,MALAYSIA,0,22,897,18-35,1
24122,74,UNITED STATES,0,22,897,18-35,14
24144,87,CHINA,0,22,897,18-35,3
24151,32,FRANCE,0,22,897,18-35,31
24157,5,SINGAPORE,0,22,897,18-35,2
24298,8,THAILAND,0,22,897,18-35,0
24427,89,"KOREA, REPUBLIC OF",0,22,897,18-35,5
25029,47,THAILAND,0,22,897,18-35,0
25139,56,FRANCE,0,22,897,18-35,31
25279,28,FRANCE,0,22,897,18-35,31
25850,83,"KOREA, REPUBLIC OF",0,22,897,18-35,5
26013,5,UNITED STATES,0,22,897,18-35,14
26162,90,JAPAN,0,22,897,18-35,15
26203,89,INDONESIA,0,22,897,18-35,11
26359,70,ITALY,0,22,897,18-35,38
26569,38,ICELAND,0,22,897,18-35,33
26826,2,PHILIPPINES,0,22,897,18-35,8
27431,83,UNITED STATES,0,22,927,18-35,14
27464,55,SINGAPORE,0,22,927,18-35,2
27545,84,CANADA,0,22,927,18-35,21
27550,68,UNITED STATES,0,22,927,18-35,14
27838,23,"KOREA, REPUBLIC OF",0,22,927,18-35,5
27982,71,CANADA,0,22,927,18-35,21
28007,42,VIET NAM,0,22,927,18-35,23
28058,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,0,22,927,18-35,4
28068,71,FRANCE,0,22,927,18-35,31
28204,8,THAILAND,0,22,927,18-35,0
28912,16,NETHERLANDS,0,22,927,18-35,29
29449,56,SINGAPORE,0,22,927,18-35,2
29605,17,SINGAPORE,0,22,927,18-35,2
30688,15,SINGAPORE,0,22,927,18-35,2
31028,20,SINGAPORE,0,22,927,18-35,2
31375,30,SINGAPORE,0,22,927,18-35,2
32033,6,SINGAPORE,0,22,927,18-35,2
32034,47,SINGAPORE,0,22,927,18-35,2
32187,35,SINGAPORE,0,22,927,18-35,2
32369,37,SINGAPORE,0,22,927,18-35,2
32370,38,SINGAPORE,0,22,927,18-35,2
32373,18,SINGAPORE,0,22,927,18-35,2
32386,24,SINGAPORE,0,22,927,18-35,2
32392,30,SINGAPORE,0,22,927,18-35,2
32407,40,SINGAPORE,0,22,927,18-35,2
32852,20,SINGAPORE,0,22,927,18-35,2
33197,14,SINGAPORE,0,22,927,18-35,2
33205,21,SINGAPORE,0,22,927,18-35,2
33421,14,SINGAPORE,0,22,927,18-35,2
33594,16,NETHERLANDS,0,22,927,18-35,29
34379,25,SINGAPORE,0,22,957,18-35,2
34745,12,SINGAPORE,0,22,957,18-35,2
35430,37,SINGAPORE,0,22,957,18-35,2
36286,12,SINGAPORE,0,22,957,18-35,2
36606,13,SINGAPORE,0,22,957,18-35,2
36930,16,SINGAPORE,0,22,957,18-35,2
36934,35,SINGAPORE,0,22,957,18-35,2
37263,43,BRUNEI DARUSSALAM,0,22,957,18-35,6
37309,3,SINGAPORE,0,22,957,18-35,2
37592,12,SINGAPORE,0,22,957,18-35,2
37913,12,SINGAPORE,0,22,957,18-35,2
38247,22,HONG KONG,0,22,957,18-35,13
38471,44,SINGAPORE,0,22,957,18-35,2
38492,14,SINGAPORE,0,22,957,18-35,2
38642,37,SINGAPORE,0,22,957,18-35,2
38972,15,SINGAPORE,0,22,957,18-35,2
38986,46,SINGAPORE,0,22,957,18-35,2
39259,84,SINGAPORE,0,22,957,18-35,2
39469,85,SINGAPORE,0,22,957,18-35,2
41051,5,SINGAPORE,0,22,957,18-35,2
41244,64,SINGAPORE,0,22,957,18-35,2
41859,14,SINGAPORE,0,22,957,18-35,2
43071,77,SINGAPORE,0,22,957,18-35,2
43375,25,SINGAPORE,0,22,957,18-35,2
44066,45,SINGAPORE,0,22,957,18-35,2
44225,56,FRANCE,0,22,957,18-35,31
45554,10,SINGAPORE,0,22,957,18-35,2
45572,16,SINGAPORE,0,22,957,18-35,2
46025,56,FRANCE,0,22,957,18-35,31
46271,30,SINGAPORE,0,22,957,18-35,2
46490,68,NETHERLANDS,0,22,987,18-35,29
46503,20,SINGAPORE,0,22,987,18-35,2
47765,41,IRELAND,0,22,987,18-35,18
48788,10,"KOREA, REPUBLIC OF",0,22,987,18-35,5
49158,84,HONG KONG,0,22,987,18-35,13
49584,19,SINGAPORE,0,22,987,18-35,2
49905,12,FRANCE,0,22,987,18-35,31
50057,11,FRANCE,0,22,987,18-35,31
50529,2,SINGAPORE,0,22,987,18-35,2
51485,16,SINGAPORE,0,22,987,18-35,2
51611,46,JAPAN,0,22,987,18-35,15
52080,17,MALAYSIA,0,22,987,18-35,1
52392,60,SINGAPORE,0,22,987,18-35,2
52395,18,SINGAPORE,0,22,987,18-35,2
52396,18,SINGAPORE,0,22,987,18-35,2
52400,18,SINGAPORE,0,22,987,18-35,2
52568,20,INDONESIA,0,22,987,18-35,11
53562,46,FRANCE,0,22,987,18-35,31
53583,24,SINGAPORE,0,22,987,18-35,2
53776,70,SINGAPORE,0,22,987,18-35,2
54164,5,MEXICO,0,22,987,18-35,25
54171,21,SINGAPORE,0,22,987,18-35,2
55117,27,JAPAN,0,22,987,18-35,15
56472,88,AUSTRALIA,0,22,987,18-35,9
56480,3,SINGAPORE,0,22,987,18-35,2
56484,72,SINGAPORE,0,22,987,18-35,2
56836,17,HONG KONG,0,22,987,18-35,13
56864,17,SINGAPORE,0,22,987,18-35,2
57518,8,THAILAND,0,22,987,18-35,0
57557,61,SINGAPORE,0,22,987,18-35,2
57559,82,SINGAPORE,0,22,1017,18-35,2
57752,46,SINGAPORE,0,22,1017,18-35,2
57979,17,SINGAPORE,0,22,1017,18-35,2
59556,5,SINGAPORE,0,22,1017,18-35,2
59846,26,SINGAPORE,0,22,1017,18-35,2
60033,8,SINGAPORE,0,22,1017,18-35,2
60221,24,HONG KONG,0,22,1017,18-35,13
60433,41,SINGAPORE,0,22,1017,18-35,2
60883,32,MYANMAR,0,22,1017,18-35,22
61223,19,SINGAPORE,0,22,1017,18-35,2
61452,21,SINGAPORE,0,22,1017,18-35,2
61652,6,SINGAPORE,0,22,1017,18-35,2
62134,77,SINGAPORE,0,22,1017,18-35,2
62577,48,SINGAPORE,0,22,1017,18-35,2
1763,37,AUSTRALIA,1,22,1031,18-35,9
6700,79,FRANCE,1,22,1031,18-35,31
7096,11,SINGAPORE,1,22,1031,18-35,2
7477,17,SINGAPORE,1,22,1031,18-35,2
7813,20,FRANCE,1,22,1031,18-35,31
7943,88,FRANCE,1,22,1031,18-35,31
8322,29,SINGAPORE,1,22,1031,18-35,2
9869,20,BRUNEI DARUSSALAM,1,22,1031,18-35,6
12076,46,MALAYSIA,1,22,1031,18-35,1
13175,41,CHINA,1,22,1031,18-35,3
13404,65,"KOREA, REPUBLIC OF",1,22,1031,18-35,5
13729,17,SINGAPORE,1,22,1031,18-35,2
14138,8,THAILAND,1,22,1031,18-35,0
14358,12,MOROCCO,1,22,1031,18-35,36
16753,47,BRUNEI DARUSSALAM,1,22,1031,18-35,6
17560,58,SINGAPORE,1,22,1031,18-35,2
17767,33,SINGAPORE,1,22,1031,18-35,2
17939,8,THAILAND,1,22,1031,18-35,0
18116,82,NETHERLANDS,1,22,1031,18-35,29
19171,54,JAPAN,1,22,1031,18-35,15
19322,6,BRUNEI DARUSSALAM,1,22,1031,18-35,6
19640,65,IRELAND,1,22,1031,18-35,18
19653,6,SINGAPORE,1,22,1031,18-35,2
20098,7,SINGAPORE,1,22,1031,18-35,2
21705,9,SINGAPORE,1,22,1031,18-35,2
21719,7,SINGAPORE,1,22,1031,18-35,2
22331,23,MALAYSIA,1,22,1031,18-35,1
22644,46,MOROCCO,1,22,1031,18-35,36
23308,11,CHINA,1,22,1031,18-35,3
24541,24,FRANCE,1,22,1031,18-35,31
25286,12,SINGAPORE,1,22,1061,18-35,2
25440,46,"TAIWAN, PROVINCE OF CHINA",1,22,1061,18-35,16
28069,22,INDONESIA,1,22,1061,18-35,11
28322,12,SINGAPORE,1,22,1061,18-35,2
28393,18,UNITED STATES,1,22,1061,18-35,14
28417,93,CANADA,1,22,1061,18-35,21
28480,20,FRANCE,1,22,1061,18-35,31
28484,22,FRANCE,1,22,1061,18-35,31
28486,11,NEW ZEALAND,1,22,1061,18-35,7
28514,24,FRANCE,1,22,1061,18-35,31
28518,56,FRANCE,1,22,1061,18-35,31
28519,28,FRANCE,1,22,1061,18-35,31
28523,43,ITALY,1,22,1061,18-35,38
28537,22,INDONESIA,1,22,1061,18-35,11
28618,11,THAILAND,1,22,1061,18-35,0
28728,9,SINGAPORE,1,22,1061,18-35,2
28764,32,SINGAPORE,1,22,1061,18-35,2
29064,16,SINGAPORE,1,22,1061,18-35,2
29067,30,SINGAPORE,1,22,1061,18-35,2
29284,25,THAILAND,1,22,1061,18-35,0
29475,5,THAILAND,1,22,1061,18-35,0
29618,17,SINGAPORE,1,22,1061,18-35,2
29843,12,SINGAPORE,1,22,1061,18-35,2
29845,38,SINGAPORE,1,22,1061,18-35,2
30151,16,SINGAPORE,1,22,1061,18-35,2
30288,23,SINGAPORE,1,22,1061,18-35,2
30383,9,"KOREA, REPUBLIC OF",1,22,1061,18-35,5
30421,9,"KOREA, REPUBLIC OF",1,22,1061,18-35,5
31025,3,SINGAPORE,1,22,1061,18-35,2
31467,50,UNITED STATES,1,22,1061,18-35,14
31846,14,THAILAND,1,22,1091,18-35,0
31953,54,"KOREA, REPUBLIC OF",1,22,1091,18-35,5
32037,6,SINGAPORE,1,22,1091,18-35,2
32299,37,"TAIWAN, PROVINCE OF CHINA",1,22,1091,18-35,16
32300,4,SINGAPORE,1,22,1091,18-35,2
32505,5,SINGAPORE,1,22,1091,18-35,2
32691,29,SINGAPORE,1,22,1091,18-35,2
33008,42,"KOREA, REPUBLIC OF",1,22,1091,18-35,5
33627,10,SINGAPORE,1,22,1091,18-35,2
33782,19,SINGAPORE,1,22,1091,18-35,2
33993,9,SINGAPORE,1,22,1091,18-35,2
34165,89,FRANCE,1,22,1091,18-35,31
34179,6,SINGAPORE,1,22,1091,18-35,2
34494,26,INDONESIA,1,22,1091,18-35,11
34495,26,INDONESIA,1,22,1091,18-35,11
34577,47,ESTONIA,1,22,1091,18-35,39
